 0.000e+00
 1.000e+01
 0
 1.000e+00
    360
   251
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00   9.4939200e+00
