21
0.00	0.2800	0.0
0.05	0.2800	0.2
0.10	0.2976	0.4
0.15	0.3196	0.4
0.20	0.3394	0.4
0.25	0.3586	0.4
0.30	0.3821	0.6
0.35	0.4157	0.7
0.40	0.4493	0.8
0.45	0.4944	0.9
0.50	0.5424	1.0
0.55	0.5918	1.0
0.60	0.6446	1.1
0.65	0.6974	1.0
0.70	0.7485	1.0
0.75	0.7968	0.9
0.80	0.8395	0.7
0.85	0.8696	1.4
0.90	0.9840	1.3
0.95	1.0000	0.2
1.00	1.0000	0.0
